body,category_id,head,id,image_id,left-back-leg,left-front-leg,left-wing,right-back-leg,right-front-leg,right-wing,tail
"(298, 1041)",10,"(370, 983)",9484,59e91901-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(270, 1131)","(369, 1071)","(-1, -1)","(197, 1099)"
"(147, 799)",5,"(-1, -1)",13187,59a49a08-23d2-11e8-a6a3-ec086b02610b,"(168, 872)","(143, 850)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(266, 797)"
"(-1, -1)",99,"(81, 836)",18656,59ddc2d9-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(47, 925)","(-1, -1)","(-1, -1)","(18, 915)","(-1, -1)","(-1, -1)"
"(1323, 628)",1,"(1398, 658)",21310,59f463e5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1230, 675)"
"(1270, 874)",16,"(1157, 935)",4395,59817ba4-23d2-11e8-a6a3-ec086b02610b,"(1388, 957)","(1237, 1007)","(-1, -1)","(1288, 1014)","(1198, 1058)","(-1, -1)","(1422, 777)"
"(1740, 460)",3,"(-1, -1)",32742,59bca60f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1702, 568)"
"(931, 577)",3,"(967, 752)",37755,5a1fe6ec-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(969, 846)","(-1, -1)","(-1, -1)","(914, 840)","(-1, -1)","(814, 590)"
"(948, 700)",3,"(950, 874)",8719,5a04958b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(971, 951)","(-1, -1)","(-1, -1)","(926, 951)","(-1, -1)","(906, 486)"
"(1447, 978)",10,"(1495, 892)",22100,596a4e65-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1203, 747)",8,"(877, 838)",23751,598de84d-23d2-11e8-a6a3-ec086b02610b,"(1336, 973)","(1169, 978)","(-1, -1)","(-1, -1)","(977, 1104)","(-1, -1)","(1331, 529)"
"(1032, 1087)",10,"(1080, 1038)",35956,59ccd25e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(969, 1126)"
"(858, 1352)",10,"(-1, -1)",25919,59a17b03-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(9, 912)",99,"(67, 919)",12699,596d62d4-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(57, 965)","(-1, -1)","(-1, -1)","(32, 969)","(-1, -1)","(-1, -1)"
"(746, 799)",10,"(808, 759)",40614,59d27b78-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(756, 869)","(792, 850)","(-1, -1)","(682, 861)"
"(1212, 656)",1,"(1158, 607)",34724,59bfdde2-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1176, 709)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(754, 669)",1,"(647, 736)",30136,5a27da10-23d2-11e8-a6a3-ec086b02610b,"(769, 742)","(737, 772)","(-1, -1)","(841, 713)","(-1, -1)","(-1, -1)","(927, 628)"
"(349, 818)",1,"(236, 808)",38518,5a062e81-23d2-11e8-a6a3-ec086b02610b,"(448, 903)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(516, 842)"
"(636, 617)",1,"(726, 609)",28386,59ac6b3b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(622, 708)","(-1, -1)","(-1, -1)","(558, 708)"
"(558, 783)",3,"(636, 1010)",36136,59942110-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(418, 671)","(578, 1072)","(-1, -1)","(457, 585)"
"(80, 804)",7,"(226, 860)",29563,598de79a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(-1, -1)",99,"(29, 1371)",31662,5a2178c5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(456, 877)",11,"(472, 857)",28702,5a1e509d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(451, 913)","(-1, -1)","(458, 889)","(407, 884)"
"(746, 780)",1,"(650, 853)",14094,59ef8cd7-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1427, 625)",9,"(-1, -1)",19943,59e2a384-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1546, 728)","(-1, -1)","(-1, -1)","(1478, 751)","(-1, -1)","(1269, 644)"
"(315, 645)",3,"(373, 641)",40211,59f2c2b7-23d2-11e8-a6a3-ec086b02610b,"(218, 780)","(-1, -1)","(-1, -1)","(317, 767)","(-1, -1)","(-1, -1)","(142, 747)"
"(1081, 882)",1,"(965, 983)",19583,59849721-23d2-11e8-a6a3-ec086b02610b,"(1129, 969)","(1092, 970)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1256, 879)"
,1,"(-1, -1)",9769,5968c2a2-23d2-11e8-a6a3-ec086b02610b,"(353, 1412)","(-1, -1)",,"(430, 1272)","(-1, -1)",,"(216, 1393)"
"(1914, 1029)",16,"(2018, 957)",32325,5a0fcf09-23d2-11e8-a6a3-ec086b02610b,"(1820, 1152)","(-1, -1)","(-1, -1)","(1770, 1194)","(1996, 1123)","(-1, -1)","(1754, 1095)"
"(329, 829)",1,"(436, 822)",15910,5a049595-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(186, 949)"
,8,,3590,59d8ebd5-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(737, 594)",5,"(673, 567)",20754,59fc7f21-23d2-11e8-a6a3-ec086b02610b,"(781, 659)","(684, 602)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(850, 655)"
"(1088, 985)",3,"(1208, 1126)",37513,59b938c8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1008, 1091)","(1136, 1178)","(-1, -1)","(952, 809)"
"(1371, 735)",1,"(-1, -1)",31414,59d5b5d7-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1288, 774)",10,"(1215, 761)",1192,596bdaf6-23d2-11e8-a6a3-ec086b02610b,"(1283, 826)","(1225, 838)","(-1, -1)","(1309, 842)","(-1, -1)","(-1, -1)","(1353, 802)"
"(1123, 1094)",3,"(-1, -1)",958,5a015cf8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(931, 959)"
"(578, 1453)",10,"(389, 1451)",8508,59ffb9f2-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1121, 728)",1,"(1181, 745)",40292,5991049a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1091, 784)","(1153, 769)","(-1, -1)","(1020, 757)"
"(648, 805)",10,"(679, 751)",28669,59830846-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(681, 880)","(-1, -1)","(-1, -1)","(619, 882)"
"(1601, 935)",16,"(1484, 973)",530,59f94715-23d2-11e8-a6a3-ec086b02610b,"(1698, 991)","(1483, 1101)","(-1, -1)","(-1, -1)","(1576, 1056)","(-1, -1)","(1744, 914)"
"(788, 1272)",3,"(-1, -1)",6067,5a130af9-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(686, 1050)"
"(516, 730)",10,"(560, 687)",32584,5a116dbd-23d2-11e8-a6a3-ec086b02610b,"(464, 811)","(543, 775)","(-1, -1)","(516, 826)","(558, 776)","(-1, -1)","(465, 782)"
"(34, 860)",5,"(-1, -1)",25142,59ccd202-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(85, 924)"
"(205, 1130)",5,"(169, 1082)",9262,59b12f5c-23d2-11e8-a6a3-ec086b02610b,"(223, 1188)","(152, 1126)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(316, 1146)"
"(1722, 1084)",16,"(1575, 1210)",40629,5a2e12c0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1689, 1285)","(-1, -1)","(-1, -1)","(1595, 1340)","(-1, -1)","(-1, -1)"
"(378, 1292)",1,"(244, 1418)",24689,5a2175a0-23d2-11e8-a6a3-ec086b02610b,"(440, 1364)","(358, 1423)","(-1, -1)","(571, 1331)","(-1, -1)","(-1, -1)","(663, 1237)"
"(587, 1193)",1,"(480, 1243)",2310,5a062e74-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1511, 807)",10,"(1581, 765)",27753,599d7c0a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1476, 875)","(1556, 853)","(-1, -1)","(1426, 852)"
"(-1, -1)",99,"(61, 1015)",35784,5a06321b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(889, 759)",1,"(962, 761)",4594,59e91ae1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(711, 811)"
"(-1, -1)",5,"(-1, -1)",641,5986261f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1979, 884)"
"(373, 812)",1,"(477, 828)",34434,59da8a32-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(197, 816)"
"(40, 908)",7,"(-1, -1)",34558,599d7d01-23d2-11e8-a6a3-ec086b02610b,"(271, 1135)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(370, 922)"
"(783, 782)",1,"(670, 826)",42199,59b615d3-23d2-11e8-a6a3-ec086b02610b,"(890, 817)","(-1, -1)","(-1, -1)","(-1, -1)","(742, 860)","(-1, -1)","(923, 739)"
"(196, 889)",1,"(61, 952)",35339,59ddc110-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(397, 901)"
"(308, 872)",1,"(455, 899)",33954,596bd926-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(102, 933)"
"(849, 1379)",10,"(844, 1222)",3047,5a2af385-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(402, 1072)",6,"(537, 1031)",12570,59bfdf15-23d2-11e8-a6a3-ec086b02610b,"(199, 1196)","(387, 1190)","(-1, -1)","(288, 1224)","(539, 1183)","(-1, -1)","(213, 1082)"
"(494, 892)",1,"(602, 841)",35986,5a0c9df0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(343, 992)"
"(754, 1343)",10,"(955, 1371)",17617,59adfd8c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(592, 770)",10,"(583, 841)",38560,59b483ce-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(151, 932)",16,"(-1, -1)",24253,5a07cba5-23d2-11e8-a6a3-ec086b02610b,"(257, 991)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(312, 856)"
"(1205, 959)",10,"(1288, 947)",21828,599d7b47-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1225, 1026)","(1262, 1008)","(-1, -1)","(1141, 1012)"
"(1835, 681)",10,"(1887, 644)",38158,596d62a4-23d2-11e8-a6a3-ec086b02610b,"(1742, 732)","(-1, -1)","(-1, -1)","(1769, 747)","(1874, 715)","(-1, -1)","(1748, 694)"
"(1183, 899)",10,"(-1, -1)",36666,59ac6d0a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(985, 872)",8,"(1147, 847)",33784,5a0b0284-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1080, 918)","(-1, -1)","(854, 984)","(1025, 968)","(-1, -1)","(813, 860)"
"(1478, 680)",10,"(1556, 687)",241,5a24a9a6-23d2-11e8-a6a3-ec086b02610b,"(1413, 733)","(-1, -1)","(-1, -1)","(1453, 737)","(1530, 721)","(-1, -1)","(1407, 702)"
"(930, 715)",3,"(-1, -1)",26287,59df5cea-23d2-11e8-a6a3-ec086b02610b,"(863, 974)","(-1, -1)","(-1, -1)","(979, 957)","(-1, -1)","(-1, -1)","(919, 961)"
"(833, 1190)",1,"(766, 1166)",30272,59aadb50-23d2-11e8-a6a3-ec086b02610b,"(844, 1269)","(816, 1247)","(-1, -1)","(901, 1251)","(-1, -1)","(-1, -1)","(963, 1278)"
"(629, 1036)",10,"(520, 1024)",21082,598c5bce-23d2-11e8-a6a3-ec086b02610b,"(698, 1178)","(552, 1132)","(-1, -1)","(730, 1171)","(-1, -1)","(-1, -1)","(718, 1084)"
"(261, 931)",1,"(313, 980)",27909,59b93b0d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1795, 1222)",7,"(-1, -1)",8805,59bfdc5d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1510, 717)",1,"(-1, -1)",7751,5998cfb9-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(17, 1092)",9,"(-1, -1)",13723,59c31bd2-23d2-11e8-a6a3-ec086b02610b,"(278, 1268)","(-1, -1)","(-1, -1)","(136, 1277)","(-1, -1)","(-1, -1)","(242, 1162)"
"(580, 756)",7,"(440, 881)",28192,59c99c14-23d2-11e8-a6a3-ec086b02610b,"(670, 870)","(585, 904)","(-1, -1)","(-1, -1)","(442, 928)","(-1, -1)","(612, 524)"
"(580, 819)",1,"(728, 829)",44955,5a13083e-23d2-11e8-a6a3-ec086b02610b,"(577, 875)","(658, 861)","(-1, -1)","(504, 914)","(637, 879)","(-1, -1)","(412, 851)"
"(-1, -1)",11,"(1306, 680)",30104,5a27d8c8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1032, 606)",9,"(1181, 529)",35613,597e629e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(437, 743)",16,"(551, 693)",3304,59e2a558-23d2-11e8-a6a3-ec086b02610b,"(309, 879)","(537, 776)","(-1, -1)","(351, 844)","(447, 848)","(-1, -1)","(262, 847)"
"(916, 700)",3,"(935, 869)",35242,59f94641-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(907, 940)","(-1, -1)","(909, 537)"
"(1187, 1068)",1,"(1249, 1093)",43629,59c8056a-23d2-11e8-a6a3-ec086b02610b,"(1130, 1116)","(-1, -1)","(-1, -1)","(1182, 1107)","(-1, -1)","(-1, -1)","(1097, 1088)"
"(1245, 680)",1,"(-1, -1)",781,59f79c0a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1142, 716)"
"(1199, 633)",9,"(1418, 717)",28757,59f460fb-23d2-11e8-a6a3-ec086b02610b,"(1001, 817)","(1211, 793)","(-1, -1)","(1071, 824)","(1262, 800)","(-1, -1)","(943, 677)"
"(771, 1353)",10,"(607, 1423)",2667,59f5fdd2-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(50, 728)",5,"(-1, -1)",43054,59641d70-23d2-11e8-a6a3-ec086b02610b,"(42, 783)","(26, 764)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(126, 725)"
"(-1, -1)",99,"(25, 824)",fd08f779-b010-4815-b9e9-148f09346686,5a096c0a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(663, 812)",1,"(554, 872)",9246,59af96c6-23d2-11e8-a6a3-ec086b02610b,"(808, 831)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1573, 648)",1,"(-1, -1)",6708,59c1773b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1534, 751)"
"(1458, 805)",16,"(1372, 852)",22158,59862345-23d2-11e8-a6a3-ec086b02610b,"(1527, 901)","(1460, 922)","(-1, -1)","(1553, 838)","(1399, 945)","(-1, -1)","(1578, 761)"
"(1430, 882)",1,"(1409, 944)",28761,59f12aac-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(356, 1304)",11,"(348, 1097)",34227,5995adb6-23d2-11e8-a6a3-ec086b02610b,"(448, 1471)","(-1, -1)","(467, 1283)","(365, 1470)","(-1, -1)","(-1, -1)","(534, 1280)"
"(-1, -1)",99,"(-1, -1)",27151,5a24a7b4-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(32, 807)"
"(1056, 1144)",10,"(1141, 1092)",39500,59c3197b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(987, 1240)"
"(747, 1229)",10,"(715, 1065)",11242,5a0c9a80-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(754, 1451)"
"(1734, 1184)",5,"(1657, 1176)",1821,59941e9e-23d2-11e8-a6a3-ec086b02610b,"(1744, 1256)","(-1, -1)","(-1, -1)","(1776, 1238)","(-1, -1)","(-1, -1)","(1839, 1196)"
"(2034, 1101)",6,"(-1, -1)",7116,5a0fcf86-23d2-11e8-a6a3-ec086b02610b,"(1940, 1196)","(-1, -1)","(-1, -1)","(1996, 1183)","(-1, -1)","(-1, -1)","(1959, 1114)"
"(216, 940)",1,"(76, 1063)",16511,59973eb8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(344, 870)"
"(1223, 661)",6,"(1098, 693)",5568,5a27da42-23d2-11e8-a6a3-ec086b02610b,"(1088, 750)","(1169, 842)","(-1, -1)","(1237, 829)","(-1, -1)","(-1, -1)","(1302, 838)"
"(925, 754)",3,"(943, 925)",14433,597e60f5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(972, 592)"
"(-1, -1)",6,"(-1, -1)",22703,5a1cb265-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1544, 731)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1504, 730)",1,"(1609, 756)",6312,5a015bdf-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1361, 783)","(1568, 797)","(-1, -1)","(1349, 705)"
"(936, 492)",3,"(1095, 491)",6966,59a30cf4-23d2-11e8-a6a3-ec086b02610b,"(954, 627)","(1045, 608)","(-1, -1)","(924, 635)","(1021, 614)","(-1, -1)","(837, 599)"
"(617, 1355)",16,"(385, 1461)",15971,596d6533-23d2-11e8-a6a3-ec086b02610b,"(757, 1464)","(-1, -1)","(-1, -1)","(824, 1394)","(-1, -1)","(-1, -1)","(860, 1184)"
"(1179, 809)",10,"(1104, 837)",19904,59fe22b6-23d2-11e8-a6a3-ec086b02610b,"(1204, 873)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1268, 831)"
"(1201, 1067)",3,"(1322, 1210)",31137,5998cc32-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(986, 1032)"
"(616, 819)",1,"(512, 911)",4429,5979bbec-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(750, 792)"
"(1357, 916)",10,"(1313, 926)",18508,596a4fe6-23d2-11e8-a6a3-ec086b02610b,"(1400, 968)","(1344, 994)","(-1, -1)","(-1, -1)","(1330, 984)","(-1, -1)","(-1, -1)"
"(416, 801)",5,"(352, 846)",20962,59f5ffc5-23d2-11e8-a6a3-ec086b02610b,"(445, 861)","(428, 857)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(504, 755)"
"(1738, 686)",1,"(1834, 700)",12200,59b615e3-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1672, 773)","(-1, -1)","(-1, -1)","(1613, 724)"
"(1853, 1205)",6,"(-1, -1)",39101,59e91ae5-23d2-11e8-a6a3-ec086b02610b,"(1544, 1396)","(1911, 1377)","(-1, -1)","(1742, 1400)","(1966, 1318)","(-1, -1)","(1609, 1248)"
"(1408, 1075)",16,"(1643, 1072)",32108,59aadc43-23d2-11e8-a6a3-ec086b02610b,"(1372, 1190)","(1614, 1193)","(-1, -1)","(1281, 1232)","(1460, 1219)","(-1, -1)","(1191, 1169)"
"(1422, 753)",10,"(1483, 723)",25233,59d0e1ff-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1427, 815)","(1454, 803)","(-1, -1)","(1373, 795)"
"(566, 1043)",3,"(725, 1091)",24421,59a62ad4-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(413, 906)"
"(1434, 671)",16,"(1332, 652)",43246,5a2af63d-23d2-11e8-a6a3-ec086b02610b,"(1485, 782)","(-1, -1)","(-1, -1)","(1631, 767)","(1401, 730)","(-1, -1)","(1612, 715)"
"(827, 1330)",10,"(1006, 1400)",32230,59e10474-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1472, 1263)",1,"(-1, -1)",34987,5a197b38-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(996, 1292)",5,"(1027, 1328)",32525,59738740-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1061, 1369)","(-1, -1)","(-1, -1)","(959, 1371)","(-1, -1)","(1001, 1210)"
"(-1, -1)",99,"(-1, -1)",14733,59ec5316-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1416, 582)",16,"(1500, 539)",29148,59a49a3b-23d2-11e8-a6a3-ec086b02610b,"(1329, 724)","(1467, 670)","(-1, -1)","(1383, 710)","(1434, 700)","(-1, -1)","(1308, 662)"
"(1098, 733)",1,"(1001, 785)",31261,59c178d4-23d2-11e8-a6a3-ec086b02610b,"(1199, 786)","(1025, 830)","(-1, -1)","(1105, 805)","(1080, 811)","(-1, -1)","(1206, 667)"
"(-1, -1)",1,"(-1, -1)",18553,5a015bab-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1851, 504)",8,"(1893, 446)",12308,59bac7ee-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1804, 582)","(-1, -1)","(-1, -1)","(-1, -1)"
"(472, 796)",16,"(312, 833)",17032,598f7757-23d2-11e8-a6a3-ec086b02610b,"(552, 906)","(400, 928)","(-1, -1)","(650, 851)","(-1, -1)","(-1, -1)","(688, 763)"
"(866, 1371)",10,"(648, 1292)",45153,59f46377-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(141, 802)",1,"(-1, -1)",13515,596a4cb0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(988, 1437)",16,"(732, 1463)",18415,59dc26f2-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1297, 1232)"
"(2005, 779)",6,"(1891, 769)",20373,59a7bec0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1895, 851)","(-1, -1)","(-1, -1)","(1971, 853)","(-1, -1)","(-1, -1)"
"(1133, 1360)",3,"(1262, 1468)",37823,59d5b61c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(959, 1321)"
"(907, 752)",10,"(959, 711)",32785,59be3fc7-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(945, 793)","(-1, -1)","(907, 820)","(934, 806)","(-1, -1)","(858, 802)"
"(1102, 1097)",3,"(1146, 1248)",6489,59d8ecdc-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1162, 945)"
"(808, 809)",1,"(881, 836)",36556,59ccd2db-23d2-11e8-a6a3-ec086b02610b,"(788, 848)","(-1, -1)","(-1, -1)","(741, 846)","(825, 852)","(-1, -1)","(681, 812)"
